NÚM.,NÚMERO DE IDENTIFICACIÓN,CARÁCTER,NOMBRE,SIGLAS DEPENDENCIA O ENTIDAD,ESTATUS,FECHA JUNTA DE ACLARACIONES,FECHA DE PRESENTACIÓN Y APERTURA DE PROPOSICIONES,TIPO DE PUBLICACIÓN,TIPO DE CONTRATACIÓN,CÓDIGO DE EXPEDIENTE,UNIDAD COMPRADORA,ENTIDAD FEDERATIVA
84,AA-82-W07-923067948-N-11-2025,NACIONAL,ADQUISICIÓN DE EQUIPO DE COMUNICACIÓN Y SERVICIO DE GEOLOCALIZACIÓN,082W07,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00091788,923067948 - DIRECCIÓN DE ADMINISTRACIÓN,QUINTANA ROO
85,AA-81-003-922017981-N-22-2025,NACIONAL,MATERIAL PARA MANTENIMIENTO Y REHABILITACIÓN,COBAQ,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00097538,922017981 - DIRECCIÓN ADMINISTRATIVA,QUERÉTARO
86,AA-06-G1C-006G1C001-N-8-2024,NACIONAL,SERVICIOS DE SEGURIDAD Y VIGILANCIA EN LOS INMUEBLES UBICADOS EN AVENIDA JUÁREZ,BANOBRAS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00007233,006G1C001 - GERENCIA DE ADQUISICIONES,CIUDAD DE MÉXICO
87,AA-48-E00-048E00995-N-120-2024,NACIONAL,"COADYUVAR EN TRÁMITES, ELABORACIÓN DE REPORTES Y CLASIFICACIÓN DE DOCUMENTOS.",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00009173,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
88,AA-16-RHQ-016RHQ001-N-292-2024,NACIONAL,PROVEEDOR DE SERVICIOS PROFESIONALES DE COMPENSACIÓN,CONAFOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00004774,"016RHQ001 - GERENCIA DE RECURSOS MATERIALES, UNIDAD DE ADMINISTRACION Y FINANZAS",JALISCO
89,AA-48-E00-048E00995-N-108-2024,NACIONAL,COADYUVAR EN EL DISEÑO DE ESTRATEGIAS DIGITALES.,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00008994,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
90,AA-48-E00-048E00995-N-353-2024,NACIONAL,APOYAR A LA COORDINACIÓN  DE INFORMACIÓN Y DIFUSIÓN.,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00010427,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
91,AA-20-128-020000011-N-7-2024,NACIONAL,ARRENDAMIENTO DE VEHICULOS TERRESTRES,BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00010288,020000011 - DELEGACION CHIHUAHUA,CHIHUAHUA
92,AA-06-A00-006A00997-N-531-2025,NACIONAL,01-24-1600  SERVICIOS PROFESIONALES PARA LA ELABORACION DEL AVALUO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00040814,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
93,AA-06-A00-006A00997-N-239-2025,NACIONAL,03-24-555    SERVICIOS PROFESIONALES PARA LA ELABORACION DEL AVALUO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00040094,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
94,AA-51-GYN-051GYN030-N-21-2025,NACIONAL,ADQUISICIÓN DE MEDICAMENTO DE ALTA ESPECIALIDAD,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00038713,"051GYN030 - DELEGACION ESTATAL DE BAJA CALIFORNIA, DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS",BAJA CALIFORNIA
95,AA-11-L4J-011L4J995-N-683-2024,NACIONAL,REPARACION DE FOTODOCUMENTADOR MICROSCOPICO,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00063701,011L4J995 - SUBDIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
96,AA-06-HIU-006HIU001-N-59-2024,NACIONAL,SERVICIOS PARA LA TRANSMISIÓN DE ANUNCIOS COMERCIALES EN RADIO. COMUNITARIA AC.,NAFIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00067428,006HIU001 - SUBGERENCIA DE ADQUISICIONES,CIUDAD DE MÉXICO
97,AA-08-125-008000962-N-5-2023,NACIONAL,PSI.- APOYO ADMINISTRATIVO EN RECURSOS MATERIALES SADER COAHUILA,SADER,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00014309,008000962 - SUBDELEGACIÓN ADMINISTRATIVA,COAHUILA DE ZARAGOZA
98,AA-11-B00-011B00001-N-870-2023,NACIONAL,SERVICIO DE LIMPIEZA,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00012514,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,TAMAULIPAS
99,AA-11-B00-011B00001-N-5189-2024,NACIONAL,SERVICIO DE MANTENIMIENTO A VISUALIZADOR DE FLUJO,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00053491,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
100,AA-11-L4J-011L4J993-N-69-2024,NACIONAL,"SERVICIO DE INSPECCION, MANTENIMIENTO Y CALIBRACION DEL EQUIPO CTD SEABIRD, SBE1",CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00053900,011L4J993 - UNIDAD MERIDA,YUCATÁN
101,AA-08-VSS-008VSS968-N-59-2024,NACIONAL,"GALLETAS MARIAS, CHOCOMILK ENRIQUECIDO, CORN FLAKES",APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00050326,008VSS968 - UNIDAD OPERATIVA TAPACHULA ABASTO,CHIAPAS
102,AA-50-GYR-050GYR011-I-88-2024,INTERNACIONAL ABIERTO,AD-039-24 BIENES TERAPEUTICOS,IMSS,ADJUDICADO PARCIAL,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00045874,050GYR011 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,YUCATÁN
103,AA-11-B00-011B00001-N-4143-2024,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00054618,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
104,AA-08-VSS-008VSS995-N-20-2024,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00015708,"008VSS995 - UNIDAD OPERATIVA QUERETARO, ABASTO",QUERÉTARO
105,AA-51-GYN-051GYN048-N-49-2024,NACIONAL,ANALISIS CLINICOS HOSPITAL GENERAL DR. A. C.R.,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00008069,"051GYN048 - REPRESENTACION ESTATAL NAYARIT, SUBDELEGACION DE ADMINISTRACION",NAYARIT
106,AA-11-B00-011B00001-N-396-2024,NACIONAL,"SERVICIOS PROFESIONALES QUE REQUIERE LA ESTACIÓN DE RADIODIFUSIÓN XHIPN-FM, 95.7",IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00014685,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
107,AA-48-E00-048E00995-N-125-2024,NACIONAL,"DISEÑO DE IMAGEN, FOLLETOS DE PRESENTACIÓN, ANUNCIOS EN GRAN FORMATO",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00009125,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
108,AA-72-006-913018952-N-50-2024,NACIONAL,INSUMOS DE CAFETERIA,CABAEH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00100973,913018952 - DIRECCIÓN DE SERVICIOS ADMINISTRATIVOS,HIDALGO
109,AA-12-NDF-012NDF999-N-872-2023,NACIONAL,"CONSOLIDADO/INSABI/INRLGII/130/2023-2024 AMAROX PHARMA, S.A. DE C.V.",INR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00120969,012NDF999 - SUBDIRECCION DE COMPRAS Y SUMINISTROS,CIUDAD DE MÉXICO
110,AA-06-HJO-006HJO001-N-95-2023,NACIONAL,SERVICIO DE DIFUSIÓN NACIONAL A TRAVÉS DE 5 INSERCIONES A COLOR EN MEDIO DE COMU,BANCODELBIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00124780,006HJO001 - DIRECCIÓN DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
111,AA-08-VSS-008VSS016-N-1573-2023,NACIONAL,PASCUAL BOING,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00126543,008VSS016 - GERENCIA REGIONAL GOLFO,VERACRUZ
112,AA-85-W83-926014991-N-133-2023,NACIONAL,UTILIZACIÓN DE SOWTWARE (LICENCIA) DE EVALUACION “EVALUATEST” EN LA NUBE,ITSON,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00126787,926014991 - DEPARTAMENTO DE ADQUISICIONES,SONORA
113,AA-50-GYR-050GYR018-I-946-2023,INTERNACIONAL ABIERTO,ADQUISICIÓN DE  MATERIAL DE CURACIÓN,IMSS,ADJUDICADO PARCIAL,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00125134,"050GYR018 - JEFATURA DE SERVICIOS ADMINISTRATIVOS, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",TAMAULIPAS
114,AA-11-MAR-011MAR001-N-183-2024,NACIONAL,"SERVICIO DE RESPONSABLE DE LA GESTIÓN, DESARROLLO Y SEGUIMIENTO DE SUBPROGRAMAS",FCE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00095301,011MAR001 - SUBGERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
115,AA-47-AYO-047AYO950-N-16-2025,NACIONAL,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A VEHICULOS,IMSS-BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00007372,056AYO950 - COORDINACIÓN ESTATAL EN BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR
116,AA-50-GYR-050GYR017-T-34-2025,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,"SERVICIO MÉDICO INTEGRAL DE HEMODIÁLISIS SUBROGADA, A PARTIR DE LA EMISIÓN DEL F",IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00008415,050GYR017 - COORDINACIÓN DE ABASTECIMIENTO Y EQUIPAMIENTO OOAD HIDALGO,HIDALGO
117,AA-49-830-049000975-N-155-2024,NACIONAL,SERVICIO DE MANTENIMIENTO A EQUIPOS DE BALISTICA (IBIS),FGR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00098627,049000975 - DIRECCION DE ADQUISICIONES,CIUDAD DE MÉXICO
118,AA-47-AYO-047AYO951-N-8-2025,NACIONAL,SERVICIO DE SUMINISTRO DE AGUA PURIFICADA,IMSS-BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00009584,056AYO951 - COORDINACIÓN ESTATAL EN LA CIUDAD DE MÉXICO,CIUDAD DE MÉXICO
119,AA-20-127-020000872-N-4-2025,NACIONAL,PRODUCTOS ALIMENTICIOS PARA EL PERSONAL QUE REALIZA LABORES EN CAMPO O DE SUPERV,BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00007795,020000872 - SUBDELEGACION DE ADMINISTRACION,CHIAPAS
120,AA-38-91Q-03891Q001-N-10-2023,NACIONAL,GENERACIÓN DE ESCENARIOS ALTERNATIVOS DE CAMBIOS EN LOS PATRONES DE USO DE SUELO,INECOL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00000206,03891Q001 - SUBDIRECCION DE BIENES Y SERVICIOS,VERACRUZ
121,AA-11-B00-011B00001-N-4001-2023,NACIONAL,SERVICIOS PROFESIONALES,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00067573,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
122,AA-12-NDF-012NDF999-N-537-2023,NACIONAL,PEDIDO 593,INR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00067735,012NDF999 - SUBDIRECCION DE COMPRAS Y SUMINISTROS,CIUDAD DE MÉXICO
123,AA-12-NDE-012NDE001-N-191-2023,NACIONAL,SERVICIO DE TRATAMIENTO DE HIPOTERMIA CORPORAL,INPER,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00066993,012NDE001 - SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,CIUDAD DE MÉXICO
124,AA-08-VSS-008VSS984-N-875-2023,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00126046,"008VSS984 - SUBGERENCIA REGIONAL NOROESTE, UNIDAD OPERATIVA CULIACÁN",BAJA CALIFORNIA SUR
125,AA-06-H00-006H00999-N-43-2023,NACIONAL,CONTRATACION CONSOLIDADA PARA EL SERVICIO DE SUMINISTRO DE VALES ELECTRONICOS D,ANAM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00124856,006H00999 - DIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
126,AA-50-GYR-050GYR019-N-346-2023,NACIONAL,SERVICIO DE AUDITORÍA EXTERNA PARA DICTAMINAR LOS ESTADOS FINANCIEROS (FOFOE),IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00124884,050GYR019 - DA-UADQ-CABCS-DCAL,CIUDAD DE MÉXICO
127,AA-08-VSS-008VSS016-N-1445-2023,NACIONAL,D BOLD 3 FLORES AMORES CJ 850GR18PZ15.3K,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00125337,008VSS016 - GERENCIA REGIONAL GOLFO,VERACRUZ
128,AA-08-VSS-008VSS976-N-453-2023,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00122428,"008VSS976 - UNIDAD OPERATIVA MIXTECA, ABASTO",OAXACA
129,AA-08-VSS-008VSS984-N-572-2023,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00121346,"008VSS984 - SUBGERENCIA REGIONAL NOROESTE, UNIDAD OPERATIVA CULIACÁN",BAJA CALIFORNIA
130,AA-08-VSS-008VSS996-N-547-2023,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00116604,008VSS996 - SUBGERENCIA DE U.O.TUXTLA ABASTO,CHIAPAS
131,AA-12-512-012000991-N-196-2023,NACIONAL,SERVICIO DE DIFUSIÓN DE LA CAMPAÑA NACIONAL DE SALUD MENTAL Y ADICCIONES.,SSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00121289,012000991 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
132,AA-12-NDF-012NDF999-N-879-2023,NACIONAL,CONSOLIDADO/INSABI/INRLGII/42/2023-2024,INR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00122490,012NDF999 - SUBDIRECCION DE COMPRAS Y SUMINISTROS,CIUDAD DE MÉXICO
133,AA-13-312-013000999-N-1156-2024,NACIONAL,NAC 13-1207/24 REQ 1691 CEMENAV141 MATERIALES ACCESORIOS Y SUMINISTROS MEDICOS,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00092597,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
134,AA-51-GYN-051GYN055-N-39-2024,NACIONAL,ADQUISICIÓN DE QUÍMICOS PARA LAVANDERÍA,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00089654,"051GYN055 - DELEGACION ESTATAL COLIMA, SUBDELEGACION DE ADMINISTRACION",COLIMA
135,AA-73-028-914139990-N-20-2024,NACIONAL,EQUIPO EI NSTALACIÓN DE AIRE ACONDIICONADO PARA AULA INTELIGENTE Y LABORATORIO,UTJ,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00088259,914139990 - JEFATURA DE RECURSOS MATERIALES Y SERVICIOS GENERALES,JALISCO
136,AA-67-P70-908093968-N-16-2024,NACIONAL,SERVICIOS EN LA PRÁCTICA DE AUDITORÍA A LOS ESTADOS FINANCIEROS 2023,ICATECH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00092420,908093968 - DIRECCIÓN ADMINISTRATIVA,CHIHUAHUA
137,AA-13-312-013000999-N-894-2024,NACIONAL,NAC 13-0944/24 REQ 1513 CTL00132 HERRAMIENTAS MENORES,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00069888,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
138,AA-08-VSS-008VSS969-N-5-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00068589,008VSS969 - UNIDAD OPERATIVA ORIZABA,VERACRUZ
139,AA-48-410-048410003-N-918-2023,NACIONAL,SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR CON LA DIRECCIÓN GENERAL DE PU,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00018656,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
140,AA-48-410-048410003-N-1020-2023,NACIONAL,SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR EN LA REALIZACIÓN DE LOS CONTE,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00019078,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
141,AA-50-GYR-050GYR017-T-63-2023,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,ADQUISICIÓN DE CLAVES DE LOS GRUPOS DE SUMINISTRO 010 “MEDICAMENTO” Y 040 “PSICO,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00019500,050GYR017 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,HIDALGO
142,AA-08-VSS-008VSS974-N-731-2023,NACIONAL,HARINA DE TRIGO GLOBO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00123303,008VSS974 - UNIDAD OPERATIVA COAHUILA,COAHUILA DE ZARAGOZA
143,AA-06-A00-006A00997-N-3450-2023,NACIONAL,04-23-1156  SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00081396,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
144,AA-12-NCH-012NCH001-I-107-2023,INTERNACIONAL ABIERTO,"ADQUISICIÓN DE INSUMOS BCL, DIBAR Y AMBIDERM",INMEGEN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00082522,012NCH001 - DIRECCION GENERAL,CIUDAD DE MÉXICO
145,AA-11-B00-011B00001-N-4295-2023,NACIONAL,CONTRATACIÓN ABIERTA DEL SERVICIO DE RESERVACIÓN Y EXPEDICIÓN DE BOLETOS PARA EL,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00081143,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,BAJA CALIFORNIA SUR
146,AO-21-W3N-021W3N003-N-150-2023,NACIONAL,"OBRAS DE REHAB DE AGUA POTABLE EN EL TRAMO CONEJOS, EN EL CIP HUATULCO, OAX",FONATUR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2023-00081227,021W3N003 - SUBDIRECCION DE ADQUISICIONES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
147,AA-11-MAR-011MAR001-N-130-2024,NACIONAL,SERVICIO PARA LA IMPARTICIÓN Y SEGUIMIENTO GRUPAL DE LOS MÓDULOS DE CAPACITACIÓN,FCE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00074274,011MAR001 - SUBGERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
148,AA-51-GYN-051GYN024-N-117-2024,NACIONAL,SERVICIOS DE FLETES Y MANIOBRAS PARA TRANSLADO DE BASURA,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00072585,051GYN024 - COORDINACION DE RECURSOS MATERIALES,SINALOA
149,AA-16-F00-016F00001-N-31-2024,NACIONAL,SERVICIO PARA LA DIFUSIÓN EN DIARIOS EDITADOS DIGÍTALES,CONANP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00075938,016F00001 - DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS,CIUDAD DE MÉXICO
150,AO-18-TON-018TON999-N-82-2024,NACIONAL,REPARACIÓN DE BANQUETA PERIMETRAL EN LA ESTACIÓN DE COMPRESIÓN CÁRDENAS,CENAGAS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2024-00072150,"018TON999 - UNIDAD DE ADMINISTRACION Y FINANZAS, DIRECCION EJECUTIVA DE RECURSOS MATERIALES",CIUDAD DE MÉXICO
151,AA-08-VSS-008VSS992-N-248-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00092707,"008VSS992 - GERENCIA REGIONAL OCCIDENTAL, ABASTO",JALISCO
152,AA-08-VSS-008VSS976-N-238-2025,NACIONAL,GRANOS ARROZ GRANO LARGO 5% ENVASADO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00093494,"008VSS976 - UNIDAD OPERATIVA MIXTECA, ABASTO",OAXACA
153,AA-08-VSS-008VSS008-N-750-2025,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00097282,008VSS008 - SUBGERENCIA OPERACIONES REGIONAL NORTE CENTRO,CHIHUAHUA
154,AA-08-VSS-008VSS982-N-45-2025,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00093575,008VSS982 - UNIDAD OPERATIVA MORELOS,MORELOS
155,AA-48-410-048410003-N-981-2026,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR EN LA PLANEACIÓN,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00033761,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
156,AA-50-GYR-050GYR082-N-26-2024,NACIONAL,MEDICAMENTOS,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00002091,050GYR082 - HOSPITAL DE TRAUMATOLOGIA Y ORTOPEDIA NO. 21,NUEVO LEÓN
157,AA-11-B01-011B01001-N-444-2024,NACIONAL,ASISTENTE DE PRODUCCION,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00000575,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
158,AA-06-A00-006A00997-N-5860-2023,NACIONAL,01-23-1108   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00133550,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
159,AA-11-B01-011B01001-N-358-2024,NACIONAL,MAQUILLISTA PEINADORA,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00000892,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
160,AA-11-B00-011B00001-N-938-2024,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA CUBRIR LAS NECESIDADES DE LA DAE,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00020155,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
161,AA-11-L4J-011L4J998-N-56-2025,NACIONAL,KIT SUPERMIX DE SINTESIS DE PRIMERA CADENA SUPERSCRIP III PARA QRT-PCR (1175,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00072043,011L4J998 - DEPARTAMENTO DE ADQUISICIONES EN IRAPUATO,GUANAJUATO
162,AA-38-90M-03890M001-N-55-2025,NACIONAL,SUSCRIPCIÓN DE CONEXIÓN DE PLATAFORMAS EN LINEA A TRAVÉS DEL SISTEMA  LIB.STEPS,CIDE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00071607,03890M001 - DIRECCION DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
163,AA-12-512-012000991-N-146-2025,NACIONAL,SERVICIO DE DIFUSIÓN DE LA CAMPAÑA: PREVENCIÓN DE LA SALUD.,SSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00070951,012000991 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
